#   line (B)time (Âµs)
           1     10843.9
           2      5846.2
           4      3135.3
           8      1917.8
          16      1643.3
          32      1508.5
          64      1285.2
         128      1172.1
         256       548.9
         512       246.7
        1024       126.3
